code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
007650,工银养老2040(FOF),0.12%,100元起购,-1.42%,-0.78%,6.40%,--,--,6.55%,混合-FOF,0.27亿元（2019-12-31）,2019-09-17,工银瑞信基金
007639,汇添富3年封闭竞争优势混合,1.50%,100元起购,3.44%,3.41%,4.17%,--,--,4.62%,混合型,11.61亿元（2019-12-31）,2019-09-04,汇添富基金
007638,前海开源康颐平衡养老三年(FOF),0.15%,100元起购,0.88%,-2.58%,--,--,--,-0.25%,混合-FOF,0.58亿元（2019-11-13）,2019-11-13,前海开源基金
007636,银河天盈中短债C,0.00%,100元起购,0.89%,2.06%,--,--,--,3.13%,债券型,1.36亿元（2019-12-31）,2019-10-31,银河基金
007635,银河天盈中短债A,0.04%,100元起购,0.91%,2.13%,--,--,--,3.27%,债券型,6.58亿元（2019-12-31）,2019-10-31,银河基金
007633,人保鑫享短债A,0.04%,100元起购,0.27%,0.55%,0.25%,--,--,0.49%,债券型,0.17亿元（2019-12-31）,2019-09-11,人保资产
007632,华润元大安鑫灵活配置混合C,0.00%,100元起购,4.19%,-3.10%,2.47%,--,--,10.10%,混合型,0.78亿元（2019-12-31）,2019-08-01,华润元大基金
007631,南方全球债券(QDII)美元现汇C,暂停申购,暂停申购,-0.22%,-7.21%,-4.72%,--,--,-4.92%,QDII,0.96亿元（2019-12-31）,2019-08-21,南方基金
007637,兴银鑫日享短债C,0.00%,100元起购,0.52%,1.20%,1.99%,--,--,2.17%,债券型,0.19亿元（2019-12-31）,2019-09-06,兴银基金
007634,人保鑫享短债C,0.00%,100元起购,0.25%,0.49%,0.13%,--,--,0.34%,债券型,0.20亿元（2019-12-31）,2019-09-11,人保资产
007625,华安年年丰定开债C,0.00%,100元起购,0.91%,1.89%,2.70%,--,--,2.88%,定开债券,1.73亿元（2019-12-31）,2019-08-21,华安基金
007624,华安年年丰定开债A,0.06%,100元起购,0.95%,1.99%,2.90%,--,--,3.15%,定开债券,11.81亿元（2019-12-31）,2019-08-21,华安基金
007618,富国投资级信用债债券型D,0.00%,100元起购,1.19%,2.88%,4.45%,--,--,4.47%,债券型,0.02亿元（2019-12-31）,2019-09-26,富国基金
007630,南方全球债券(QDII)美元现汇A,暂停申购,暂停申购,-0.22%,-7.06%,-4.44%,--,--,-4.64%,QDII,3.65亿元（2019-12-31）,2019-08-21,南方基金
007628,南方全球债券(QDII)人民币A,0.08%,100元起购,0.77%,-4.49%,-4.51%,--,--,-4.13%,QDII,3.65亿元（2019-12-31）,2019-08-21,南方基金
007629,南方全球债券(QDII)人民币C,0.00%,100元起购,0.73%,-4.62%,-4.74%,--,--,-4.41%,QDII,0.96亿元（2019-12-31）,2019-08-21,南方基金
007617,富国投资级信用债债券型C,0.00%,100元起购,1.18%,2.87%,4.42%,--,--,4.44%,债券型,2.38亿元（2019-12-31）,2019-09-26,富国基金
007609,汇安嘉诚一年封闭债券A,暂停申购,暂停申购,0.85%,2.47%,4.68%,--,--,5.54%,债券型,4.84亿元（2019-12-31）,2019-08-09,汇安基金
007610,汇安嘉诚一年封闭债券C,暂停申购,暂停申购,0.81%,2.36%,4.47%,--,--,5.25%,债券型,8.03亿元（2019-12-31）,2019-08-09,汇安基金
007611,汇安裕和纯债债券A,0.06%,100元起购,--,--,--,--,--,0.04%,债券型,0.68亿元（2020-03-20）,2020-03-20,汇安基金
007613,嘉合医疗健康混合,0.15%,100元起购,7.67%,2.75%,9.99%,--,--,11.54%,混合型,0.99亿元（2019-12-31）,2019-09-26,嘉合基金
007612,汇安裕和纯债债券C,0.00%,1000元起购,--,--,--,--,--,0.04%,债券型,1.33亿元（2020-03-20）,2020-03-20,汇安基金
007614,德邦民裕进取量化精锐股票A,0.15%,100元起购,4.00%,1.50%,11.90%,--,--,12.08%,股票型,2.22亿元（2019-12-31）,2019-09-04,德邦基金
007616,富国投资级信用债债券型A,0.08%,100元起购,1.20%,2.94%,4.58%,--,--,4.61%,债券型,1.27亿元（2019-12-31）,2019-09-26,富国基金
007615,德邦民裕进取量化精锐股票C,0.00%,100元起购,3.95%,1.33%,11.53%,--,--,11.64%,股票型,0.33亿元（2019-12-31）,2019-09-04,德邦基金
007603,景顺长城中短债A,0.04%,100元起购,1.20%,2.06%,2.73%,--,--,3.07%,债券型,9.97亿元（2019-12-31）,2019-08-20,景顺长城基金
007604,景顺长城中短债C,0.00%,100元起购,1.18%,1.97%,2.59%,--,--,2.89%,债券型,0.59亿元（2019-12-31）,2019-08-20,景顺长城基金
007607,人保添利9个月定开A,0.045%,100元起购,0.33%,0.71%,--,--,--,0.98%,定开债券,1.76亿元（2019-11-07）,2019-11-07,人保资产
007602,人保利璟纯债C,0.00%,100元起购,0.08%,0.50%,1.04%,--,--,1.60%,债券型,0.00亿元（2019-12-31）,2019-08-14,人保资产
007608,人保添利9个月定开C,0.00%,100元起购,0.28%,0.60%,--,--,--,0.78%,定开债券,0.30亿元（2019-11-07）,2019-11-07,人保资产
007605,嘉实沪深300红利低波动ETF联接A,0.12%,100元起购,-0.79%,-8.52%,--,--,--,-8.39%,联接基金,0.73亿元（2019-12-09）,2019-12-09,嘉实基金
007606,嘉实沪深300红利低波动ETF联接C,0.00%,100元起购,-0.81%,-8.59%,--,--,--,-8.52%,联接基金,1.50亿元（2019-12-09）,2019-12-09,嘉实基金
007601,人保利璟纯债A,0.08%,100元起购,0.08%,0.51%,1.07%,--,--,1.61%,债券型,1.01亿元（2019-12-31）,2019-08-14,人保资产
007594,鹏扬中证500质量成长指数C,0.00%,100元起购,3.52%,-1.76%,7.77%,--,--,7.88%,股票指数,0.44亿元（2019-12-31）,2019-08-29,鹏扬基金
007591,华夏恒益18个月定开债券,0.06%,100元起购,0.22%,0.61%,1.33%,--,--,1.61%,定开债券,62.24亿元（2019-12-31）,2019-09-04,华夏基金
007590,华宝绿色领先股票,0.15%,100元起购,4.82%,-5.02%,-0.96%,--,--,-0.87%,股票型,14.46亿元（2019-12-31）,2019-09-18,华宝基金
007592,华夏价值精选混合,0.15%,100元起购,-1.92%,-5.20%,--,--,--,-5.55%,混合型,23.10亿元（2020-01-10）,2020-01-10,华夏基金
007596,招商添泽纯债C,暂停申购,暂停申购,--,--,--,--,--,0.42%,债券型,1.55亿元（2020-03-20）,2020-03-18,招商基金
007593,鹏扬中证500质量成长指数A,0.12%,100元起购,3.56%,-1.65%,8.10%,--,--,8.31%,股票指数,1.12亿元（2019-12-31）,2019-08-29,鹏扬基金
007595,招商添泽纯债A,暂停申购,暂停申购,--,--,--,--,--,0.44%,债券型,0.81亿元（2020-03-20）,2020-03-18,招商基金
007598,广发民玉纯债,暂停申购,暂停申购,1.69%,--,--,--,--,2.19%,债券型,2.00亿元（2020-01-20）,2020-01-20,广发基金
007582,中泰青月中短债A,0.03%,100元起购,0.73%,1.60%,2.66%,--,--,3.12%,债券型,0.47亿元（2019-12-31）,2019-08-09,中泰证券(上海)资管
007581,宝盈鸿利收益灵活配置混合C,0.00%,100元起购,8.23%,10.21%,40.33%,--,--,70.99%,混合型,0.18亿元（2019-12-31）,2019-07-01,宝盈基金
007578,宝盈新锐混合C,0.00%,100元起购,8.76%,6.95%,13.49%,--,--,20.80%,混合型,0.19亿元（2019-12-31）,2019-07-01,宝盈基金
007579,宝盈先进制造混合C,0.00%,100元起购,8.12%,9.66%,39.84%,--,--,65.81%,混合型,0.08亿元（2019-12-31）,2019-07-01,宝盈基金
007576,华夏鼎琪三个月定开债券,暂停申购,暂停申购,2.72%,7.17%,8.57%,--,--,9.22%,定开债券,2.13亿元（2019-12-31）,2019-07-24,华夏基金
007577,宝盈祥瑞混合C,0.00%,100元起购,0.82%,-2.97%,0.09%,--,--,0.18%,混合型,0.00亿元（2019-12-31）,2019-07-01,宝盈基金
007580,宝盈中证100指数增强C,0.00%,100元起购,3.68%,-6.73%,-1.21%,--,--,3.74%,股票指数,0.14亿元（2019-12-31）,2019-07-01,宝盈基金
007589,嘉实致元42个月定期债券,0.08%,100元起购,0.31%,0.89%,1.69%,--,--,2.16%,定开债券,22.40亿元（2019-12-31）,2019-08-05,嘉实基金
007572,中加民丰纯债,暂停申购,暂停申购,1.97%,3.30%,4.18%,--,--,4.75%,债券型,6.59亿元（2019-12-31）,2019-07-26,中加基金
007573,农银汇理丰盈三年定开债,0.08%,100元起购,0.31%,0.68%,--,--,--,0.96%,定开债券,44.51亿元（2019-12-04）,2019-12-04,农银汇理基金
007575,宝盈祥泰混合C,0.00%,100元起购,1.16%,-0.97%,1.74%,--,--,5.36%,混合型,0.00亿元（2019-12-31）,2019-07-01,宝盈基金
007571,南方上证380ETF联接C,0.00%,100元起购,2.37%,-4.89%,2.92%,--,--,6.51%,联接基金,0.01亿元（2019-12-31）,2019-07-12,南方基金
007566,中银宁享债券,暂停申购,暂停申购,0.16%,--,--,--,--,0.18%,债券型,10.10亿元（2020-03-06）,2020-03-06,中银基金
007570,方正富邦红利精选混合C,0.00%,100元起购,4.98%,-3.84%,8.81%,--,--,15.15%,混合型,0.01亿元（2019-12-31）,2019-06-27,方正富邦基金
007574,宝盈新价值混合C,0.00%,100元起购,6.93%,4.56%,7.49%,--,--,10.15%,混合型,0.04亿元（2019-12-31）,2019-07-01,宝盈基金
007565,鹏扬淳明债券C,暂停申购,暂停申购,1.45%,2.20%,--,--,--,2.34%,债券型,0.00亿元（2019-12-25）,2019-12-25,鹏扬基金
007564,鹏扬淳明债券A,暂停申购,暂停申购,1.50%,2.30%,--,--,--,2.47%,债券型,2.10亿元（2019-12-25）,2019-12-25,鹏扬基金
007563,兴银汇逸定开债,暂停申购,暂停申购,1.64%,3.53%,5.05%,--,--,6.44%,定开债券,10.58亿元（2020-03-20）,2019-07-18,兴银基金
007562,景顺长城景泰纯利债券,暂停申购,暂停申购,0.54%,1.19%,--,--,--,1.78%,债券型,12.92亿元（2019-12-31）,2019-10-21,景顺长城基金
007561,中融恒鑫纯债C,0.00%,100元起购,2.13%,3.86%,5.37%,--,--,5.60%,债券型,0.00亿元（2019-12-31）,2019-08-20,中融基金
007560,中融恒鑫纯债A,0.06%,100元起购,2.13%,3.88%,5.43%,--,--,5.71%,债券型,31.15亿元（2019-12-31）,2019-08-20,中融基金
007569,南方安福混合C,0.00%,100元起购,0.67%,0.31%,3.99%,--,--,4.98%,混合型,0.00亿元（2019-12-31）,2019-06-26,南方基金
007559,鑫元富利三个月定期开放债,暂停申购,暂停申购,3.13%,5.25%,--,--,--,6.38%,定开债券,5.10亿元（2019-11-15）,2019-11-13,鑫元基金
007558,中加优选中高等级债券C,0.00%,100元起购,1.50%,3.42%,--,--,--,3.99%,债券型,0.54亿元（2019-12-31）,2019-12-05,中加基金
007556,中航瑞明纯债C,0.00%,100元起购,--,--,--,--,--,0.02%,债券型,3.00亿元（2020-04-10）,2020-04-10,中航基金
007555,中航瑞明纯债A,0.06%,100元起购,--,--,--,--,--,0.03%,债券型,0.00亿元（2020-04-10）,2020-04-10,中航基金
007553,中信建投医改混合C,0.00%,1000元起购,12.52%,17.28%,26.93%,--,--,40.38%,混合型,0.56亿元（2019-12-31）,2019-06-18,中信建投基金
007551,鑫元泽利债券,暂停申购,暂停申购,0.51%,2.28%,3.99%,--,--,4.26%,债券型,5.04亿元（2019-12-31）,2019-09-02,鑫元基金
007557,中加优选中高等级债券A,0.08%,100元起购,1.54%,3.53%,--,--,--,4.15%,债券型,1.62亿元（2019-12-31）,2019-12-05,中加基金
007552,中信建投稳裕定开债C,暂停申购,暂停申购,0.70%,2.74%,--,--,--,3.56%,定开债券,0.00亿元（2019-12-31）,2019-06-18,中信建投基金
007554,财通恒利纯债,暂停申购,暂停申购,1.36%,2.91%,2.56%,--,--,2.78%,债券型,1.09亿元（2019-12-31）,2019-09-02,财通基金
007549,中泰开阳价值优选混合,0.15%,100元起购,7.93%,-0.18%,12.41%,--,--,11.30%,混合型,1.73亿元（2019-12-31）,2019-09-06,中泰证券(上海)资管
007542,永赢开泰中高等级中短债A,0.03%,100元起购,1.32%,2.43%,3.68%,--,--,4.01%,债券型,1.56亿元（2019-12-31）,2019-08-28,永赢基金
007548,易方达ESG责任投资股票,0.15%,100元起购,11.95%,-4.87%,0.31%,--,--,0.50%,股票型,13.16亿元（2019-12-31）,2019-09-02,易方达基金
007550,东兴未来价值混合C,0.00%,5000000元起购,3.14%,-2.70%,0.20%,--,--,1.07%,混合型,0.05亿元（2019-12-31）,2019-07-26,东兴证券
007546,融通增享纯债债券,暂停申购,暂停申购,1.25%,2.27%,--,--,--,2.93%,债券型,2.10亿元（2019-11-08）,2019-11-08,融通基金
007544,鹏华尊晟定期开放发起式债券,暂停申购,暂停申购,1.26%,2.17%,3.11%,--,--,4.00%,定开债券,30.56亿元（2019-12-31）,2019-06-19,鹏华基金
007545,太平恒安三个月定开债,暂停申购,暂停申购,1.88%,3.45%,4.31%,--,--,4.96%,定开债券,1.01亿元（2019-12-31）,2019-06-27,太平基金
007543,永赢开泰中高等级中短债C,0.00%,100元起购,1.32%,2.39%,3.57%,--,--,3.88%,债券型,0.00亿元（2019-12-31）,2019-08-28,永赢基金
007541,新华MSCI中国A股国际ETF联接,0.12%,100元起购,3.91%,-2.24%,4.65%,--,--,4.67%,联接基金,1.56亿元（2019-12-31）,2019-08-14,新华基金
007530,嘉实汇鑫中短债C,暂停申购,暂停申购,0.27%,0.48%,0.90%,--,--,0.93%,债券型,0.00亿元（2019-12-31）,2019-09-26,嘉实基金
007529,嘉实汇鑫中短债A,暂停申购,暂停申购,0.30%,0.58%,1.11%,--,--,1.15%,债券型,1.21亿元（2019-12-31）,2019-09-26,嘉实基金
007540,华泰保兴安悦债券,0.08%,100元起购,1.88%,3.08%,3.88%,--,--,4.17%,债券型,12.09亿元（2019-12-31）,2019-07-11,华泰保兴
007532,国泰盛合三个月定开债,暂停申购,暂停申购,1.29%,2.42%,--,--,--,3.36%,定开债券,10.17亿元（2019-12-31）,2019-10-25,国泰基金
007533,格林创新成长混合A,0.15%,100元起购,7.30%,-6.60%,-3.40%,--,--,-3.29%,混合型,1.18亿元（2019-12-31）,2019-09-02,格林基金
007534,格林创新成长混合C,0.00%,100元起购,7.23%,-6.78%,-3.79%,--,--,-3.78%,混合型,0.24亿元（2019-12-31）,2019-09-02,格林基金
007528,融通量化多策略混合C,0.00%,100元起购,7.18%,3.52%,20.78%,--,--,21.89%,混合型,0.04亿元（2019-12-31）,2019-08-21,融通基金
007531,华宝券商ETF联接C,0.00%,100元起购,-1.33%,-5.92%,1.00%,--,--,4.41%,联接基金,1.18亿元（2019-12-31）,2019-06-13,华宝基金
007521,南方日添益F,暂停申购,暂停申购,0.18%,0.57%,1.21%,--,--,2.17%,货币型,0.06亿元（2019-12-31）,2019-06-05,南方基金
007519,东方阿尔法优选混合C,0.00%,100元起购,10.45%,5.51%,17.69%,--,--,17.81%,混合型,0.98亿元（2019-12-31）,2019-09-12,东方阿尔法基金
007518,东方阿尔法优选混合A,0.15%,100元起购,10.50%,5.64%,18.00%,--,--,18.17%,混合型,1.53亿元（2019-12-31）,2019-09-12,东方阿尔法基金
007522,南方理财金交易型货币E,暂停申购,暂停申购,0.18%,0.57%,1.18%,--,--,2.11%,货币型,0.04亿元（2019-12-31）,2019-06-05,南方基金
007525,易方达年年恒夏一年定开债A,0.03%,100元起购,0.90%,2.36%,3.75%,--,--,5.05%,定开债券,12.54亿元（2019-12-31）,2019-07-11,易方达基金
007527,融通量化多策略混合A,0.15%,100元起购,7.23%,3.64%,21.09%,--,--,22.30%,混合型,1.20亿元（2019-12-31）,2019-08-21,融通基金
007520,富安达富利纯债,0.06%,100元起购,0.61%,1.39%,2.37%,--,--,2.51%,债券型,2.11亿元（2019-12-31）,2019-07-23,富安达基金
007526,易方达年年恒夏一年定开债C,0.00%,100元起购,0.88%,2.29%,3.60%,--,--,4.81%,定开债券,1.61亿元（2019-12-31）,2019-07-11,易方达基金
007514,大成景益平稳收益混合C,暂停申购,暂停申购,0.07%,0.07%,-0.97%,--,--,-1.24%,混合型,0.00亿元（2019-12-31）,2019-06-17,大成基金
007512,工银沪港深股票C,暂停申购,暂停申购,10.66%,-9.80%,-2.51%,--,--,-2.97%,股票型,0.00亿元（2019-12-31）,2019-05-30,工银瑞信基金
007513,博时富丰3个月定开债,暂停申购,暂停申购,2.12%,3.93%,5.44%,--,--,6.89%,定开债券,20.39亿元（2019-12-31）,2019-06-26,博时基金
007516,融通增润三个月定开债,暂停申购,暂停申购,1.87%,3.40%,--,--,--,4.43%,定开债券,30.10亿元（2019-11-08）,2019-11-08,融通基金
007510,南方泰元债券A,暂停申购,暂停申购,1.87%,3.67%,5.11%,--,--,6.06%,债券型,20.52亿元（2019-12-31）,2019-07-11,南方基金
007517,博时富淳3个月定开债,暂停申购,暂停申购,1.84%,3.96%,5.69%,--,--,7.15%,定开债券,10.22亿元（2019-12-31）,2019-07-18,博时基金
007511,南方泰元债券C,暂停申购,暂停申购,1.83%,3.56%,4.90%,--,--,5.73%,债券型,0.00亿元（2019-12-31）,2019-07-11,南方基金
007515,鹏华稳利短债A,0.004%,100元起购,0.82%,1.87%,--,--,--,2.75%,债券型,9.56亿元（2019-12-31）,2019-10-30,鹏华基金
007509,华商润丰灵活配置混合C,0.00%,100元起购,3.98%,3.01%,6.82%,--,--,9.60%,混合型,1.32亿元（2019-12-31）,2019-06-19,华商基金
007505,华夏AH经济蓝筹股票A,暂停申购,暂停申购,6.01%,-6.58%,0.77%,--,--,-0.32%,股票指数,0.40亿元（2019-12-31）,2019-07-16,华夏基金
007501,万家科创3年封闭混合C,暂停申购,暂停申购,--,--,--,--,--,0.00%,混合型,10.95亿元（2019-12-31）,2019-06-12,万家基金
007500,鹏华尊诚定开债发起式,暂停申购,暂停申购,1.09%,2.37%,3.39%,--,--,5.04%,定开债券,4.11亿元（2019-12-31）,2019-06-11,鹏华基金
007507,大成中债3-5年国开债A,暂停申购,暂停申购,2.78%,4.88%,5.97%,--,--,6.91%,债券指数,34.51亿元（2019-12-31）,2019-06-27,大成基金
007506,华夏AH经济蓝筹股票C,暂停申购,暂停申购,5.99%,-6.65%,0.63%,--,--,-0.54%,股票指数,0.55亿元（2019-12-31）,2019-07-16,华夏基金
007502,前海开源裕和混合C,0.00%,100元起购,3.09%,5.99%,9.37%,--,--,15.25%,混合型,0.18亿元（2019-12-31）,2019-06-14,前海开源基金
007508,大成中债3-5年国开债C,暂停申购,暂停申购,2.77%,4.86%,5.91%,--,--,6.80%,债券指数,0.01亿元（2019-12-31）,2019-06-27,大成基金
007504,上投摩根瑞利纯债C,0.00%,100元起购,2.41%,3.91%,5.30%,--,--,5.58%,债券型,0.00亿元（2019-12-31）,2019-08-28,上投摩根基金
007503,上投摩根瑞利纯债A,0.08%,100元起购,2.43%,3.95%,5.38%,--,--,5.67%,债券型,1.73亿元（2019-12-31）,2019-08-28,上投摩根基金
007490,南方信息创新混合A,0.15%,100元起购,1.61%,-1.30%,30.70%,--,--,62.83%,混合型,13.57亿元（2019-12-31）,2019-06-19,南方基金
007486,博时中债3-5年国开行C,0.00%,100元起购,2.40%,4.18%,5.58%,--,--,6.28%,债券指数,0.03亿元（2019-12-31）,2019-07-19,博时基金
007488,万家民安增利12个月定开债A,0.045%,100元起购,0.39%,0.75%,1.19%,--,--,1.55%,定开债券,5.36亿元（2019-12-31）,2019-07-31,万家基金
007495,兴业中债1-3年政金债C,0.00%,100元起购,1.67%,2.89%,3.87%,--,--,4.83%,债券指数,5.07亿元（2019-12-31）,2019-05-27,兴业基金
007497,中庚价值灵动灵活配置混合,1.50%,100元起购,1.22%,1.80%,11.13%,--,--,16.12%,混合型,10.21亿元（2019-12-31）,2019-07-16,中庚基金
007499,光大保德信风格轮动混合C,暂停申购,暂停申购,2.84%,-2.03%,--,--,--,1.40%,混合型,--亿元（--）,2020-01-02,光大保德信基金
007496,农银汇理丰泽三年定开债,0.08%,100元起购,0.39%,0.82%,1.75%,--,--,2.10%,定开债券,100.64亿元（2019-12-31）,2019-08-26,农银汇理基金
007489,万家民安增利12个月定开债C,0.00%,100元起购,0.35%,0.64%,0.94%,--,--,1.22%,定开债券,0.01亿元（2019-12-31）,2019-07-31,万家基金
007484,信达澳银核心科技混合,0.15%,100元起购,-0.63%,7.14%,38.15%,--,--,38.87%,混合型,2.60亿元（2019-12-31）,2019-08-14,信达澳银基金
007482,永赢智益纯债三个月,暂停申购,暂停申购,1.82%,3.23%,4.33%,--,--,6.15%,定开债券,40.49亿元（2019-12-31）,2019-06-17,永赢基金
007480,中加优享纯债债券,暂停申购,暂停申购,1.80%,--,--,--,--,2.08%,债券型,2.20亿元（2020-01-20）,2020-01-20,中加基金
007477,中银惠兴多利债券C,0.00%,100元起购,1.18%,--,--,--,--,1.48%,债券型,0.07亿元（2020-02-07）,2020-02-07,中银基金
007475,华夏创成长ETF联接C,0.00%,100元起购,9.17%,7.27%,20.68%,--,--,32.28%,联接基金,0.19亿元（2019-12-31）,2019-06-26,华夏基金
007474,华夏创成长ETF联接A,0.12%,100元起购,9.21%,7.37%,20.92%,--,--,32.70%,联接基金,0.37亿元（2019-12-31）,2019-06-26,华夏基金
007473,华夏创蓝筹ETF联接C,0.00%,100元起购,7.06%,5.22%,18.77%,--,--,29.28%,联接基金,0.71亿元（2019-12-31）,2019-06-26,华夏基金
007478,中加恒泰定开债券,暂停申购,暂停申购,2.30%,3.86%,5.24%,--,--,5.89%,定开债券,4.18亿元（2019-12-31）,2019-07-31,中加基金
